numero,Vastaaja,Yliopisto/tutkimuslaitos,Vastaus,Varmuus,Kommentti,Profiili ja vastaukset
18,Kaisa Kotakorpi,VATT; Turun yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
18,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Samaa mieltä,7,"Telakkateollisuus on kaikkialla vahvasti tuettua. Suomalaisilla on erikoisosaamista, jota ei kannata menettää. Valikoitua tukea voidaan joskus antaa, jos se pitää tärkeäksi ja kilpailukykyiseksi arvioitua osaamista maassa. Turun telalalle muutama vuosi sitten annettu tuki on tästä esimerkki. Nythän telakka tuntuu pärjäävän pitkälle omillaan. Bulkkituotantoa ei kannata tukea. Suomen tulee kuitenkin toimia aktiivisesti, jotta tuet poistettaisiin tai niitä ainakin vähennettäisiin kaikissa maissa.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
18,Klaus Kultti,helsingin yliopisto,Vahvasti eri mieltä,8,,Profiili ja vastaukset
18,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,4,Kilpailukyky ei kuitenkaan saisi nojata liikaa valtion tukiin.,Profiili ja vastaukset
18,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Eri mieltä,6,,Profiili ja vastaukset
18,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Vahvasti eri mieltä,10,"Tuet, joita perustellaan tuettavan liiketoiminnan heikolla kannattavuudella, hidastavat talouskasvua ja rasittavat muuta taloutta esimerkiksi verotaakan kasvun myötä. Työpaikkoja voi syntyä tai säilyä tuetulle toimialalle, mutta tutkimuskirjallisuuden valossa työpaikat luultavasti vain siirtyvät korkeamman tuottavuuden yrityksistä. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
18,Mika Maliranta,Etla / Jyväskylän yliopisto,Vahvasti eri mieltä,6,"Yksittäisessä tapauksessa tällaiset asiat ovat jonkin verran epävarmempia kuin yleisellä tasolla katsottuna. Todistamisen taakka kuitenkin kuuluu mielestäni yritystuen ehdottajalle ja todistelussa pitää ottaa huomioon myös epäsuorat negatiiviset vaikutukset. Sellaiset alat, jota kaikkialla tuetaan, eivät ole todennäköisesti Suomelle kannattavia pitkällä aikavälillä  ja niiden tilalle tarvittaisiin aidosti kannattavampia aloja. Ongelma-alojen saamat yritystuet estävät tällaista uudistumista.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
18,Topi Miettinen,Svenska Handelshögskolan,Eri mieltä,7,"Poikkeustilanteessa lyhytaikaisesti tukeminen voi ilman muuta olla järkevää, mutta jatkuva pitkäaikainen tukeminen ei paranna vaan heikentää pitkän aikavälin hyvinvointia.",Profiili ja vastaukset
18,Niku Määttänen,Etla,Vahvasti eri mieltä,9,"Olisi pidemmän päälle parempi keskittyä sellaisiin elinkeinoihin jotka eivät edellytä erityisiä tukia. Elinkeinotukien lopettaminen ei pidemmän päälle vähentäisi työllisyyttä tai kansantuloa, koska työpaikkoja syntyisi muille aloille. Se missä aikataulussa nykyiset elinkeinotuet tulisi lopettaa on kuitenkin oma kysymyksensä. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
18,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Eri mieltä,NA,Tukeen käytettävät verovarat olisi hyödyllisempää käyttää tukemaan innovaatiotoimintaa ja uusia yrityksiä joissa Suomelle voisi kehittyä kilpailuetu. Jos telakat eivät ole tuottavia ilman tukea niin tukeminen pitäisi lopettaa.,Profiili ja vastaukset
18,Elias Oikarinen,Aalto-yliopisto,Samaa mieltä,7,,Profiili ja vastaukset
18,Tapio Palokangas,Helsingin yliopisto,Eri mieltä,NA,"Meidän ei pidä luoda mitään elinkeinoa, jonka kannattavuus perustuu valtion maksamiin tukiaisiin.",Profiili ja vastaukset
18,Tuomas Pekkarinen,VATT,Eri mieltä,NA,,Profiili ja vastaukset
18,Hannu Piekkola,Vaasan yliopisto,Vahvasti samaa mieltä,8,"Historia on näyttänyt onnistuneelta ratkaisulta, samalla on pyrittä etsimään vahva omistaja eli on ollut aktiivista talouspolitiikkaa.",Profiili ja vastaukset
18,Jukka Pirttilä,Tampereen yliopisto,Ei mielipidettä,NA,,Profiili ja vastaukset
18,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Eri mieltä,8,,Profiili ja vastaukset
18,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Epävarma,6,"Yleisesti ottaen yritystuet eivät ole hyvää talouspolitiikka (keskeisin poikkeus tästä perussäännöstä liittyy innovaatiopolitiikkaan). Erityisesti näin on silloin, kun ne kohdistuvat yhteen vakiintuneeseen toimialaan ja jopa yritykseen. Mutta jos ottaa päästään ideologisemman/periaatteellisemman hatun niin “kompensoivissa“ ja “pelikentää“ tasoittavissa yritystuissa on kieltämättä oma logiikkansa. Ja jos puhuu käytännön tapauksestamme, Turun telakan omistajavaihdosta edeltävästä väännöstä ja laskee tässä yhteydessä käytetyn julkisen rahan ja hien nettonykyäarvoa, niin laskelma jää mielestäni kirkaasti plussalle. Goolsbee ja Krueger käyvät hieman analogisen tapauksen, GM:n & Chryslerin pelastamisen, hyvin läpi tässä artikkelissa: https://www.aeaweb.org/articles?id=10.1257/jep.29.2.3 .  Käytännön politiikka on joskus mutapainia.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
18,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Vahvasti eri mieltä,7,,Profiili ja vastaukset
18,Hannu Salonen,Turun yliopisto,Samaa mieltä,7,Tämä on ilmeisesti paras perustelu tuelle. Edellytys kuitenkin on että telakkateollisuus olisi kilpailukykyinen siinäkin tapauksessa ettei alaa tuettaisi missään maassa Suomi mukaanluettuna. Erikoistumisen ansiosta tämä saattaa pitää paikkansa.Näytä lisääNäytä vähemmän,Profiili ja vastaukset
18,Rune Stenbacka,Svenska handelshögskolan,Eri mieltä,6,Tukipolitiikalla ei voi turvata kilpailukykyä pitkällä tähtäimellä.,Profiili ja vastaukset
18,Olli Tahvonen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
18,Juha Tervala,Helsingin yliopisto,Vahvasti eri mieltä,6,,Profiili ja vastaukset
18,Marko Terviö,Aalto-yliopisto,Eri mieltä,6,,Profiili ja vastaukset
18,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Eri mieltä,8,"Suomessa ei kannata tukea teollisuutta, joka ei kannata. Telakkateollisuuden kätilöinti konkurssikypsältä firmalta terveelle pohjalle oli silti fiksua",Profiili ja vastaukset
18,Jari Vainiomäki,Tampereen yliopisto,Eri mieltä,8,"Tämän kaltainen ajattelu muissakin yhteyksissä johtaa verokilpailuun ja sosiaaliseen alennusmyyntiin.
Järkevää on ajaa kansainvälisiä sopimuksia jotka kieltävät haitallisen kilpailun tuilla ja veroilla.",Profiili ja vastaukset
18,Hannu Vartiainen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
18,Vesa Vihriälä,Etla,Epävarma,6,"Yritystuet ovat lähtökohtaisesti ongelmallisia, koska ne merkitsevät tietyn toiminnan tukemista muun kustannuksella, mihin liittyy aina riski voimavarojen tehottomasta kohdentumisesta. On hyviä esimerkkejä siitä, että tuesta pidättäytyminen ei ole ollut ongelma koko talouden tasolla. Ruotsin telakkateollisuuden alasajo telakkatukien lopettamisen myötä ei esimerkiksi ole haitannut vaan ehkä parantanut maan talouskehitystä.

Toisaalta on ilmeistä, että telakkatoimintaa ei käytännössä voi lainkaan harjoittaa ilman mitään tukia tilanteessa, jossa muiden maiden tuotantoa tuetaan mittavasti. Kun lisäksi Suomessa on merenkulkuteknologian ja laivanrakennuksen osaamista, eikä sen hyödyntäminen muussa toiminnassa olisi kovin helppoa, voi tarkoin harkittuja telakkatukia pitää perusteltuina. Mayerin telakan menestyksen valossa ao. telakalle suunnattu tuki näyttäisi perustellulta. 
Näytä lisääNäytä vähemmän",Profiili ja vastaukset
18,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Vahvasti eri mieltä,9,Tällainen kilpaileva tukipolitiikka pitäisi tehdä laissa rankaistavaksi. Se EI ratkaise kilpailukykyongelmia.,Profiili ja vastaukset
18,Sami Vähämaa,Vaasan yliopisto,Epävarma,5,,Profiili ja vastaukset
18,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,6,,Profiili ja vastaukset
18,Eva Österbacka,Åbo Akademi,Epävarma,6,,Profiili ja vastaukset
19,Tom Berglund,Hanken,Vahvasti eri mieltä,8,Tappiollisen yritystoiminnan suosiminen julkisilla varoilla on resurssien tuhlausta.,Profiili ja vastaukset
19,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Vahvasti eri mieltä,8,,Profiili ja vastaukset
19,Essi Eerola,VATT,Eri mieltä,NA,,Profiili ja vastaukset
19,Bengt Holmström,MIT,Eri mieltä,NA,Riippuu tuen muodosta mutta paasantoisesti haitallisia yrittajyydelle - myos tuen saajille.,Profiili ja vastaukset
19,Anni Huhtala,VATT,Eri mieltä,6,,Profiili ja vastaukset
19,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Eri mieltä,8,,Profiili ja vastaukset
19,Esa Jokivuolle,Suomen Pankki,Epävarma,5,,Profiili ja vastaukset
19,Juha Junttila,Jyvaskylan yliopisto,Vahvasti samaa mieltä,10,,Profiili ja vastaukset
19,John M. Juselius,Suomen Pankki,Epävarma,5,By such measures we might also create firms that cannot compete on an equal basis and needs support to survive.,Profiili ja vastaukset
19,Markus Jäntti,Tukholman yliopisto,Vahvasti eri mieltä,8,"Yritysten tukeminen julkisin varoin on aniharvoin perusteltua, pl. yleisen verovaroin rahoitetun infrastruktuurin rakentaminen ja ylläpito.",Profiili ja vastaukset
19,Panu Kalmi,Vaasan yliopisto,Samaa mieltä,NA,Kysymys on muotoiltu melko epämääräisesti. Alkuvaiheen yritykselle annettu rajoitettu tuki esim. neuvonta- ja muiden palveluiden muodossa lienee perusteltua.,Profiili ja vastaukset
19,Seppo Kari,VATT,Eri mieltä,8,"Perustelu heikko. Joitain syitä tukemiseen voi löytyä, mutta liittyvät muihin kysymyksiin.",Profiili ja vastaukset
19,Karlo Kauko,Suomen Pankki,Ei mielipidettä,NA,,Profiili ja vastaukset
19,Jaakko Kiander,,Epävarma,5,Yrityskoosta riippuvat tuet ovat ongelmallisia,Profiili ja vastaukset
19,Juha Kilponen,,Eri mieltä,8,,Profiili ja vastaukset
19,Iikka Korhonen,Suomen Pankki,Eri mieltä,6,Vääristää markkinoita ja kannustimia.,Profiili ja vastaukset
19,Pekka J. Korhonen,,Samaa mieltä,6,,Profiili ja vastaukset
19,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Ei mielipidettä,NA,,Profiili ja vastaukset
19,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Eri mieltä,7,"Vastaukseni riippuu verohelpotuksen tai tuen muodosta. Pienien yritysten toimintaedellytyksiä voisi helpottaa jollain tavoin. Ylimalkaisesti astetetut yritystuet kuitenkin helposti vain lisäävät yritysten voittoja ilman, että ne johtavat merkittäviin työllisyyslisäyksiin. Silti pienissä yrityksissä on myös kasvun edellytyksiä ja niiden toimintaympäristön pitäisi haitata näitä edellytyksiä mahdollisimman vähän.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Kaisa Kotakorpi,VATT; Turun yliopisto,Eri mieltä,NA,"Pieniä yrityksiä voisi olla järkevä tukea verohelpotuksin, jos sillä korjataan jotakin markkinahäiriötä joka estää pieniä yrityksiä palkkaamasta tarvitsemaansa työvoimaa. Esimerkiksi ensimmäisen työntekijän palkkaamiseen myönnetty tuki ei lisännyt työllisyyttä.
Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Eri mieltä,7,"T&k:ta kannattaa tukea. Kaikki pienet yritykset eivät ole elinkelpoisia, joten yleinen pk-yritysten tukeminen ei ole järkevää. Yrittäjyyttä sinänsä kannattaa edistää, mutta “kannettu vesi ei kaivossa kestä“.",Profiili ja vastaukset
19,Klaus Kultti,helsingin yliopisto,Eri mieltä,8,,Profiili ja vastaukset
19,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Vahvasti eri mieltä,8,"Yrityksen perustamiseen tarvitaan tukea, mutta jo toimivien pienten yritysten tukeminen voi luoda vääriä kannustimia ja vääristää kilpailua. Mielestäni olisi tärkeämpää tukea pienten yritysten kasvua ja kansainvälistymistä.",Profiili ja vastaukset
19,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Eri mieltä,7,,Profiili ja vastaukset
19,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Samaa mieltä,8,"TK&I-tuille löydetään tutkimuskirjallisuudessa yleisesti suurempia tukivaikutuksia pienille yrityksille. Tulee kuitenkin muistaa, että pientenkin yritysten osalta tukitoimien kohteena tulisi olla sellainen TK&I-toiminta, jota yritykset eivät ilman tukea toteuttaisi - eli hankkeet, joista on hyötyä myös muualla taloudessa. 

Mihinkään muuten vain yleisesti pienille yrityksille suunnattuihin yritystukiin en näe perustetta. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Mika Maliranta,Etla / Jyväskylän yliopisto,Vahvasti eri mieltä,9,"Tutkimuskirjallisuus kokonaisuudessaan ei tue väitettä, että pienet yritykset olisivat pitkällä aikavälillä kansantalouden työllisyyden kannalta erityisen hyödyllisiä, eikä varsinkaan kansantalouden tuottavuuden kannalta. Uusien yritysten markkinoille tulon edellytykset ovat tärkeämpi tekijä.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Topi Miettinen,Svenska Handelshögskolan,Eri mieltä,6,"Verokiila on varmasti pienissä palvelualan yriityksissä erittäin ongelmallinen, mutta taitaa olla aika valheellista ajatella, että valtaosa uusista työpaikoista syntyy niihin. Sen sijaan vastuullisen ja työllistävän yrittäjäkulttuurin, yrittäjyyden, ja paikallisen yhteisöllisyyden vahvistamiseksi hyvin suunnitellut ja satunnaiskokeilla koetellut verokiilan kaventamiskeinot pienyrityksissä voisivat olla paikallaan. Toisaalta verohelpotukset vain joillekin yrityksille saattavat aiheuttaa tehottomuutta ja asettaa yritykset eriarvoiseen asemaan.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Niku Määttänen,Etla,Vahvasti eri mieltä,9,"Pienten yritysten tukeminen suuriin yrityksiin verrattuna tarkoittaa yritysten kasvukannustimien heikentämistä ja yritysten välisen kilpailuasetelman vääristämistä. Sitä on vaikea pitää järkevänä. Kansalaisten hyvinvoinnin kannalta olisi toivottavaa, että yritykset joissa työn tuottavuus on korkea kasvaisivat nopeasti suuriksi. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Samaa mieltä,NA,,Profiili ja vastaukset
19,Elias Oikarinen,Aalto-yliopisto,Epävarma,5,,Profiili ja vastaukset
19,Tapio Palokangas,Helsingin yliopisto,Epävarma,NA,Tämä on vielä uskon asia. En nähnyt mitään empiiristä näyttöä väittämän tueksi.,Profiili ja vastaukset
19,Tuomas Pekkarinen,VATT,Eri mieltä,NA,,Profiili ja vastaukset
19,Hannu Piekkola,Vaasan yliopisto,Eri mieltä,8,Erityisesti pienten yritysten työllistävästä vaikutuksesta en ole vaikuttunut. Ehkä moni niistä on todellisuudessa alihankkijoita suurille yrityksille. Eli missä on muna ja kana.,Profiili ja vastaukset
19,Jukka Pirttilä,Tampereen yliopisto,Epävarma,6,"Verotuksen kannattanee olla lähes vääristämätöntä yrityskoon suhteen. Pienillä yrityksillä verotuksen toimeenpaneminen on suhteessa kalliimpaa, mikä  puoltaa pieniä kevennyksiä ja yksinkertaisempaa järjestelmää niille.",Profiili ja vastaukset
19,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Vahvasti eri mieltä,8,Yrityksen koko ei ole tukemisen järkevä kriteeri.,Profiili ja vastaukset
19,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Vahvasti eri mieltä,8,"Yrityskoon ei pitäisi olla lainkaan erottelevana tekijänä elinkeinotoiminnan julkisia kannustimia pohdittaessa, joskin koko on toki usein yhteydessä järkevämpiin erotteleviin tekiijöihin kuten yrityksen ikään.",Profiili ja vastaukset
19,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Eri mieltä,5,,Profiili ja vastaukset
19,Hannu Salonen,Turun yliopisto,Eri mieltä,5,"Jos uudet työpaikat syntyvät pääsääntöisesti pieniin yrityksiin, en ymmärrä miksi niitä vielä pitäisi tukea. Jos taas näitä työpaikkoja näihin yrityksiin ei synny ilman tukia, en ole varma etteikö samoilla tukimäärillä saataisi parempaa tulosta aikaan jossain muussa kohteessa. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
19,Rune Stenbacka,Svenska handelshögskolan,Eri mieltä,5,,Profiili ja vastaukset
19,Olli Tahvonen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
19,Juha Tervala,Helsingin yliopisto,Vahvasti eri mieltä,7,"Suuret yritykset ovat tuottavampia kuin pienet. Lisäksi verojärjestelmän tulee olla neutraali, eikä suosia tietyn kokonaisia yrityksiä toisten kustannuksella.",Profiili ja vastaukset
19,Marko Terviö,Aalto-yliopisto,Vahvasti eri mieltä,9,,Profiili ja vastaukset
19,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Eri mieltä,8,,Profiili ja vastaukset
19,Jari Vainiomäki,Tampereen yliopisto,Eri mieltä,9,"Jos uudet työpaikat jo nyt syntyvät pienissä yrityksissä niin miksi ne tarvitsisivat tukia? Jos ne syntyvät puolestaan vain tukien avulla, niin ollaan samoissa ongelmissa kuin kaikkien tukien kohdalla.",Profiili ja vastaukset
19,Hannu Vartiainen,Helsingin yliopisto,Samaa mieltä,NA,,Profiili ja vastaukset
19,Vesa Vihriälä,Etla,Eri mieltä,8,Pienten yritysten suosimiselle muiden kustannuksella ei ole erityistä perustetta.Työpaikkoja synnyttävät pikemminkin uudet yritykset (jotka ovat poikkeuksetta aluksi pieniä) eivät niinkään vanhat pient yritykset.  Innovaatiotoiminnan tukemiselle on perusteita kaikissa yrityskokoluokissa. Usein innovatiiviset yritykset ovat uusia ja samalla pieniä. Näytä lisääNäytä vähemmän,Profiili ja vastaukset
19,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Samaa mieltä,4,"Sanoisin pikemminkin niin, että menestyviä liiketoimintaideoita voisi tukea. Usein nämä liittyvät pieniin yrityksiin, mutta eriytymätöntä tukea pieniin yrityksiin en kannata. Kyllä niissäkin on tehottomuuksia.",Profiili ja vastaukset
19,Sami Vähämaa,Vaasan yliopisto,Samaa mieltä,6,,Profiili ja vastaukset
19,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Eri mieltä,6,,Profiili ja vastaukset
19,Eva Österbacka,Åbo Akademi,Epävarma,6,,Profiili ja vastaukset
20,Tom Berglund,Hanken,Epävarma,7,Tuilla mahdollisuus pienentää muutoksen kerrannaisvaikutuksia ja täten vähentää mahdollisia ylilyöntejä sopeutumisessa.,Profiili ja vastaukset
20,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
20,Essi Eerola,VATT,Epävarma,5,,Profiili ja vastaukset
20,Bengt Holmström,MIT,Samaa mieltä,7,,Profiili ja vastaukset
20,Anni Huhtala,VATT,Samaa mieltä,8,"Kv. tutkimus kertonee, että aluetuet voivat vääristää alueellista kehitystä ilman tukia pärjäävien alueiden tappioksi.",Profiili ja vastaukset
20,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,6,,Profiili ja vastaukset
20,Esa Jokivuolle,Suomen Pankki,Eri mieltä,6,,Profiili ja vastaukset
20,Juha Junttila,Jyvaskylan yliopisto,Eri mieltä,9,,Profiili ja vastaukset
20,John M. Juselius,Suomen Pankki,Samaa mieltä,5,"Wasteful in an economic sense, but perhaps motivated from a social perspective.",Profiili ja vastaukset
20,Markus Jäntti,Tukholman yliopisto,Eri mieltä,7,"Riippuu tilanteesta ja toimenpiteitten seurauksista (ml. toimenpiteistä pitäytyminen). Aluetta kohtaavan shokin seurausten lieventäminen saattaa olla perusteltua, vaikka shokki voitaisiin tulkita rakenteelliseksi.",Profiili ja vastaukset
20,Panu Kalmi,Vaasan yliopisto,Eri mieltä,NA,"Jälleen paljon riippuu toteutuksesta. Muutos kuitenkin tuo mukanaan kustannuksia, joiden vaikutuksia on hyvä tasata alueiden välillä.",Profiili ja vastaukset
20,Seppo Kari,VATT,Epävarma,9,"Riippuu tukien sisällöstä. Jos nopeuttavat työllistymistä esim. uusille aloille, voivat olla hyödyllisiä.",Profiili ja vastaukset
20,Karlo Kauko,Suomen Pankki,Epävarma,4,"Varmaan hidastavat rakennemuutosta, mutta ei kai se voi olla ainoa näkökulma?",Profiili ja vastaukset
20,Jaakko Kiander,,Eri mieltä,7,Määräaikaiset tuet vaimentavat häiriöitä ja tukevat sopeutumista,Profiili ja vastaukset
20,Juha Kilponen,,Epävarma,10,,Profiili ja vastaukset
20,Iikka Korhonen,Suomen Pankki,Eri mieltä,6,"Sopeutumiskustannuksia tulee, niitä voi olla tarpeen helpottaa.",Profiili ja vastaukset
20,Pekka J. Korhonen,,Samaa mieltä,7,,Profiili ja vastaukset
20,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Ei mielipidettä,5,,Profiili ja vastaukset
20,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Ei vastannut,NA,,Profiili ja vastaukset
20,Kaisa Kotakorpi,VATT; Turun yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
20,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Eri mieltä,8,"Rakennemuutosalueille voidaan antaa tukea, joka uudistaa rakenteita ja synnyttää elinkelpoista yritystoimintaa. Esimerkiksi globalisaatiorahaston tuki on järkevää. Osa työvoimasta ei liiku nopeasti alueelta toiselle (osa ei millään ehdoilla) ja sille on järkevää antaa mahdollisuus löytää kannattavaa ja kilpailukykyistä toimintaa. Rakennemuutostuen kohteiden monitorointiin täytyy kiinnittää erityistä huomiota.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Klaus Kultti,helsingin yliopisto,Samaa mieltä,6,,Profiili ja vastaukset
20,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Eri mieltä,9,Tilaipäinen tuki rakennemuutokseen sopeutumiseksi on mielestäni perusteltua.,Profiili ja vastaukset
20,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Eri mieltä,7,Tuet voivat oikeinsuunnattuina myös tukea rakennemuutosta.,Profiili ja vastaukset
20,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Vahvasti samaa mieltä,9,"Tukea ei ole tässä tarkemmin määritelty, mutta tulkitsen tuen tarkoittavan elinkeinotukia. Tässä tapauksessa tulisi huolehtia siitä, että työvoiman alueellisen liikkuvuuden kannustimet ovat kunnossa sekä tarvittaessa tukea ihmisiä sosiaaliturvan kautta ja varmistamalla kannustimet ja mahdollisuudet uudelleenkouluttautumiseen. Tutkimuskirjallisuuden valossa esimerkiksi heikommin kehittyvien alueiden tuilla on havaittu voitavan lisätä työllisyyttä tuetulla alueelle, mutta sillä seurauksella, että syntyneet työpaikat ovat siirtyneet muilta alueilta.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Mika Maliranta,Etla / Jyväskylän yliopisto,Epävarma,8,"Toisin kuin usein luullaan, syvän taantuman aikana “luova tuho“ vähenee, eli uudistuminen hyytyy. Haaste on se, miten tuet kannattaisi suunnata, ettei se haittaisi uusiutumista. Ainakin tuet pitäisi olla uskottavasti väliaikaisia ja yleisempiin toimintaedellytyksiin keskittyviä. Kriisitilanteisiin soveliaat tukimuodot ovat tavallaan lyhytaikaisia elvytysvälineitä.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Topi Miettinen,Svenska Handelshögskolan,Eri mieltä,7,"Jonkinlainen lyhytkestoinen tuki on sopeutumisaikana voi olla hyvinkin perusteltua. Talous ei rakennemuutoksessa hyppää tasapainosta toiseen ja sopeutumisajan hyinvointitappioita on syytä rajoittaa kuitenkin pyrkien huolehtimiaan siitä, että toimijoilla on itse kannustin sopeutua muutokseen mahdollisimman nopeasti sekä yksilöllsiä että yhteiskunnallisia kustannuksia minimoiden.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Niku Määttänen,Etla,Samaa mieltä,2,,Profiili ja vastaukset
20,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Samaa mieltä,NA,"On tärkeää tukea työntekijöitä joiden työpaikat katoavat rakennemuutoksessa, mutta ei ylläpitää tehotonta toimintaa alueellisilla tuilla.",Profiili ja vastaukset
20,Elias Oikarinen,Aalto-yliopisto,Eri mieltä,6,,Profiili ja vastaukset
20,Tapio Palokangas,Helsingin yliopisto,Eri mieltä,NA,"Jos jotakin paikkakuntaa kohtaa ennakoimaton rakennemuutos, niin silloin valtion paikalliset elvytystoimet ovat perusteltuja.  Tässä on kuitenkin paino sanalla “ennakoimaton“. Taantuvien paikkakuntien työikäiselle väestölle pitää tarjota optio siirtyä muualle.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Tuomas Pekkarinen,VATT,Epävarma,NA,Ne voivat hidastaa rakennemuutosta ja silti olla perusteltuja. Huonosti muotoiltu väite.,Profiili ja vastaukset
20,Hannu Piekkola,Vaasan yliopisto,Samaa mieltä,8,"Ilman muuta aluetuet ovat nykyisin poliittisesti määrättyjä ja tehottomia, jopa nämäkin.",Profiili ja vastaukset
20,Jukka Pirttilä,Tampereen yliopisto,Eri mieltä,NA,"helpottavat pehmentämään muutoksia .. sillä on arvoa, vaikka siitä syntyisi kustannuksiakin",Profiili ja vastaukset
20,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Epävarma,8,,Profiili ja vastaukset
20,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Eri mieltä,6,"Äkillisen rakennemuutoksen tuessa on kyse tilapäisestä yritysten ja yksilöiden uudelleensuuntautumiseen kohdistuvasta tuesta. En näe, että ne haittaisivat -- ja saattavat jopa tukea -- pitkän aikavälin rakennemuutosta.",Profiili ja vastaukset
20,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Epävarma,5,,Profiili ja vastaukset
20,Hannu Salonen,Turun yliopisto,Eri mieltä,6,"Hidastavat rakennemuutosta kyllä mutta jonkinlaisilla lyhytkestoisilla tuilla voidaan iskua vaimentaa. Kysymyksessä asetetaan rakennemuutoksen nopeus ensisijaiseksi tavoitteeksi, joten tähänkin on hiukan vaikea ottaa kantaa. Pitäisi myös tietää mitä tuetaan.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Rune Stenbacka,Svenska handelshögskolan,Eri mieltä,5,Tilapäiset tuet saattavat hyvinkin olla perusteltuja.,Profiili ja vastaukset
20,Olli Tahvonen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
20,Juha Tervala,Helsingin yliopisto,Eri mieltä,6,,Profiili ja vastaukset
20,Marko Terviö,Aalto-yliopisto,Eri mieltä,6,,Profiili ja vastaukset
20,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Eri mieltä,9,Kannatta tukea myös sopeutumista.,Profiili ja vastaukset
